Answer Page,Metric,Company,Year,Value,Source Page,Answer ID,Original Source,Source Count,Comments,ISIN
https://wikirate.org/~17680566,Home Office+Organisation Sectors,Tate & Lyle PLC,2022,Food and beverages/ agriculture and fishing,https://wikirate.org/~16521895,17680566.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/CD3DuP2T/2023,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~20210492,Home Office+Organisation Sectors,Tate & Lyle PLC,2023,Food and beverages/ agriculture and fishing,https://wikirate.org/~19905045,20210492.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/CD3DuP2T/2024,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~15303569,Commons+Parent of,Tate & Lyle PLC,2021,20,,15303569.0,,0.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11801576,"Global Reporting Initiative+Part-time employees, GRI 102-8-c (formerly G4-10-b)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11801576.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11998714,"Global Reporting Initiative+Particulate Matter (PM) emissions, GRI 305-7-a (formerly G4-EN21-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11998714.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/Wikirate_SDG_Metric_design+Percentage_hazardous_waste_recycled+Tate_Lyle_PLC+2021,Wikirate SDG Metric design+Percentage hazardous waste recycled,Tate & Lyle PLC,2021,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Wikirate_SDG_Metric_design+Percentage_non_hazardous_waste_recycled+Tate_Lyle_PLC+2021,Wikirate SDG Metric design+Percentage non-hazardous waste recycled,Tate & Lyle PLC,2021,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Richard_Mills+Percentage_of_employees_that_are_temporary+Tate_Lyle_PLC+2021,Richard Mills+Percentage of employees that are temporary,Tate & Lyle PLC,2021,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/GreenDex+Percentage_of_Female_Employees+Tate_Lyle_PLC+2021,GreenDex+Percentage of Female Employees,Tate & Lyle PLC,2021,29.99324476469264,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Alex_H+Percentage_of_Permanent_Employees+Tate_Lyle_PLC+2021,Alex H+Percentage of Permanent Employees,Tate & Lyle PLC,2021,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Wikirate_SDG_Metric_design+Percentage_of_waste_recycled+Tate_Lyle_PLC+2021,Wikirate SDG Metric design+Percentage of waste recycled,Tate & Lyle PLC,2021,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Wikirate_SDG_Metric_design+Percentage_renewable_fuel_used+Tate_Lyle_PLC+2021,Wikirate SDG Metric design+Percentage renewable fuel used,Tate & Lyle PLC,2021,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11801425,"Global Reporting Initiative+Permanent employees, GRI 102-8-a (formerly G4-10-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11801425.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11998724,"Global Reporting Initiative+Persistent organic pollutants (POP), GRI 305-7-a (formerly G4-EN21-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11998724.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~14555548,"Global Reporting Initiative+Proportion of spending on local suppliers, GRI 204-1 (G4-EC9-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~14555542,14555548.0,,1.0,Purpose report 2021 page 25: USING WASTE BENEFICIALLY Most of our waste comes from our large corn wet mills in the US. This year we increased our work with local partners to use more of our waste beneficially to generate electricity or as nutrients on neighbouring farms. - It seems the spending on local suppliers was growing. Dongfang Wang[https://wikirate.org/Dongfang_Wang].....2023-03-17 10:45:48 UTC,GB00BP92CJ43;US8765707067
https://wikirate.org/~14555475,"Global Reporting Initiative+Proportion of spending on local suppliers, GRI 204-1 (G4-EC9-a)",Tate & Lyle PLC,2022,Unknown,https://wikirate.org/~14555468,14555475.0,,3.0,"Page 32: MANAGING WASTE FROM OUR LARGEST PLANTS The main way we manage the organic waste we generate at our large corn wet mills in the US, the Netherlands and Slovakia is by working with the right local partner who can help us find environmentally responsible solutions. With our two European plants already close to 100% beneficial use, this year we focused on addressing wastewater sludge from our Sagamore, Indiana plant in the US. Our local waste partner now uses most of the waste from this plant to produce energy and for composting. - The local waste partner plays important role but no data support. Dongfang Wang[https://wikirate.org/Dongfang_Wang].....2023-03-16 14:36:21 UTC Anti-Slavery Statement 2022, Page 2: Our suppliers are often located in the same country as our facilities. - Still no data support. Dongfang Wang[https://wikirate.org/Dongfang_Wang].....2023-03-16 14:39:04 UTC Annual report 2022 page 73: INABILITY TO MANAGE FLUCTUATIONS IN THE PRICE AND AVAILABILITY OF RAW MATERIALS, ENERGY, FREIGH...",GB00BP92CJ43;US8765707067
https://wikirate.org/~11889935,Global Reporting Initiative+Rainwater collected directly and stored (G4-EN8-a),Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11889935.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/Global_Reporting_Initiative+Rainwater_collected_directly_and_stored_G4_EN8_a+Laureen_van_Breen+Tate_Lyle_PLC+2021,Global Reporting Initiative+Rainwater collected directly and stored (G4-EN8-a)+Laureen van Breen,Tate & Lyle PLC,2021,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Climate_Action_Research+Renewables_Disclosure_Rate+Tate_Lyle_PLC+2021,Climate Action Research+Renewables Disclosure Rate,Tate & Lyle PLC,2021,25,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Commons+Renewable_Fuel_Consumption+Tate_Lyle_PLC+2021,Commons+Renewable Fuel Consumption (%),Tate & Lyle PLC,2021,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~2731343,ReportWatch+ReportWatch Rank,Tate & Lyle PLC,2013,160,https://wikirate.org/~2604357,2731343.0,https://www.reportwatch.net/annual-report-on-annual-reports-2013/top-400-annual-reports/,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~2732220,ReportWatch+ReportWatch Rank,Tate & Lyle PLC,2014,171,https://wikirate.org/~2615582,2732220.0,https://www.reportwatch.net/annual-report-on-annual-reports-2014/top-400-annual-reports/,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~2732843,ReportWatch+ReportWatch Rank,Tate & Lyle PLC,2015,153,https://wikirate.org/~2637368,2732843.0,https://www.reportwatch.net/annual-report-on-annual-reports-2015/top-400-annual-reports/,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~2734810,ReportWatch+ReportWatch Rank,Tate & Lyle PLC,2016,133,https://wikirate.org/~2637413,2734810.0,https://www.reportwatch.net/annual-report-on-annual-reports-2016/top-400-annual-reports/,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~2724001,ReportWatch+ReportWatch Rating,Tate & Lyle PLC,2013,B&#43;,https://wikirate.org/~2604357,2724001.0,https://www.reportwatch.net/annual-report-on-annual-reports-2013/top-400-annual-reports/,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~2724928,ReportWatch+ReportWatch Rating,Tate & Lyle PLC,2014,B&#43;,https://wikirate.org/~2615582,2724928.0,https://www.reportwatch.net/annual-report-on-annual-reports-2014/top-400-annual-reports/,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~2726549,ReportWatch+ReportWatch Rating,Tate & Lyle PLC,2015,B&#43;,https://wikirate.org/~2637368,2726549.0,https://www.reportwatch.net/annual-report-on-annual-reports-2015/top-400-annual-reports/,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~2728770,ReportWatch+ReportWatch Rating,Tate & Lyle PLC,2016,A&#43;,https://wikirate.org/~2637413,2728770.0,https://www.reportwatch.net/annual-report-on-annual-reports-2016/top-400-annual-reports/,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/GreenDex+Reported_Incidents_of_Discrimination+Tate_Lyle_PLC+2021,GreenDex+Reported Incidents of Discrimination,Tate & Lyle PLC,2021,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/theresah+reported_renewable_breakdown+Tate_Lyle_PLC+2021,theresah+reported renewable breakdown,Tate & Lyle PLC,2021,"No, only reports total energy use",,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11811548,Core+Revenue,Tate & Lyle PLC,2021,1891334250,https://wikirate.org/~14554545,11811548.0,https://www.tateandlyle.com/sites/default/files/2022-06/tl-annual-report-pdf-22kb.pdf,1.0,"page 11: GROUP STATUTORY RESULTS Maike Connemann[https://wikirate.org/Maike_Connemann].....2022-02-12 16:09:28 UTC page 11: 2807M GBP. Wednesday 31 March 2021, £1 GBP = $1.3784, according to https://www.exchangerates.org.uk/GBP-USD-spot-exchange-rates-history-2021.html Dongfang Wang[https://wikirate.org/Dongfang_Wang].....2023-03-16 10:37:41 UTC Adjusted result: 1211M GBP, according to https://www.tateandlyle.com/news/tate-lyle-plc-2022-full-year-results-statement. Wednesday 31 March 2021, £1 GBP = $1.3784, according to https://www.exchangerates.org.uk/GBP-USD-spot-exchange-rates-history-2021.html Dongfang Wang[https://wikirate.org/Dongfang_Wang].....2023-03-16 10:54:05 UTC Exchange rate (2021) : 1 USD = 0.727 £ Exchange : 1375000000/0.727 = 1,891,334,250 USD) pg. 5 ""FINANCIAL PERFORMANCE year ended 31 March 2022 REVENUE — CONTINUING OPERATIONS £1,375m"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-05-01 07:28:51 UTC",GB00BP92CJ43;US8765707067
https://wikirate.org/~14554878,Core+Revenue,Tate & Lyle PLC,2022,Unknown,https://wikirate.org/~14554545,14554878.0,https://www.tateandlyle.com/sites/default/files/2022-06/tl-annual-report-pdf-22kb.pdf,1.0,"The revenue of 2022 is 1375M GBP on the 3rd page of annual report. British pound dollar exchange rate was 1.2098 on 2022-12-30 according to https://www.exchangerates.org.uk/GBP-USD-spot-exchange-rates-history-2022.html Dongfang Wang[https://wikirate.org/Dongfang_Wang].....2023-03-15 16:59:45 UTC The revenue of 2022 is 1375M GBP on the 3rd page of annual report. British pound dollar exchange rate was 1.3148 on 2022-3-30 according to https://www.exchangerates.org.uk/GBP-USD-spot-exchange-rates-history-2022.html Dongfang Wang[https://wikirate.org/Dongfang_Wang].....2023-03-16 10:50:49 UTC The data disclosed is till 31st march 2022, hence it is not considered. pg. 5 ""FINANCIAL PERFORMANCE year ended 31 March 2022 REVENUE — CONTINUING OPERATIONS £1,375m"" Manali Rana[https://wikirate.org/Manali_Rana].....2023-05-01 06:42:42 UTC",GB00BP92CJ43;US8765707067
https://wikirate.org/Commons+Revenue+Tate_Lyle_PLC+2021,Commons+Revenue,Tate & Lyle PLC,2021,1891334250,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Commons+Revenue+Tate_Lyle_PLC+2022,Commons+Revenue,Tate & Lyle PLC,2022,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Top_100_Fashion_Project_Research_Group+Science_Based_Targets+Tate_Lyle_PLC+2020,Top 100 Fashion Project Research Group+Science Based Targets,Tate & Lyle PLC,2020,Yes,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Top_100_Fashion_Project_Research_Group+Science_Based_Targets+Tate_Lyle_PLC+2021,Top 100 Fashion Project Research Group+Science Based Targets,Tate & Lyle PLC,2021,Yes,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~6333118,Science Based Targets Initiative (SBTi)+Science Based Targets Status,Tate & Lyle PLC,2020,Committed,https://wikirate.org/~6321626,6333118.0,,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~8083805,Science Based Targets Initiative (SBTi)+Science Based Targets Status,Tate & Lyle PLC,2021,Targets Set,https://wikirate.org/~8081005,8083805.0,,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/Laureen_van_Breen+Scope_1_GHG_over_number_of_employees+Tate_Lyle_PLC+2021,Laureen van Breen+Scope 1 GHG over number of employees,Tate & Lyle PLC,2021,287.5455978383247,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/GreenDex+Scope_1_Greenhouse_Gas_Emissions+Tate_Lyle_PLC+2021,GreenDex+Scope 1 Greenhouse Gas Emissions,Tate & Lyle PLC,2021,1276990,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/GreenDex+Scope_2_Greenhouse_Gas_Emissions+Tate_Lyle_PLC+2021,GreenDex+Scope 2 Greenhouse Gas Emissions,Tate & Lyle PLC,2021,403260,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/University_of_Sydney_SDG_Research_Group_2019+Social_Metrics_Disclosure_Rate+Tate_Lyle_PLC+2021,University of Sydney SDG Research Group 2019+Social Metrics Disclosure Rate,Tate & Lyle PLC,2021,4.285714285714286,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/University_of_Sydney_SDG_Research_Group_2019+Social_Metrics_Disclosure_Rate+Tate_Lyle_PLC+2022,University of Sydney SDG Research Group 2019+Social Metrics Disclosure Rate,Tate & Lyle PLC,2022,0,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/University_of_Sydney_SDG_Research_Group_2021+Social_Metrics_Disclosure_Rate+Tate_Lyle_PLC+2021,University of Sydney SDG Research Group 2021+Social Metrics Disclosure Rate,Tate & Lyle PLC,2021,30,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/University_of_Sydney_SDG_Research_Group_2021+Social_Metrics_Disclosure_Rate+Tate_Lyle_PLC+2022,University of Sydney SDG Research Group 2021+Social Metrics Disclosure Rate,Tate & Lyle PLC,2022,0,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11924570,"Global Reporting Initiative+Sulfur Oxide (SOx) emissions, GRI 305-7-a (formerly G4-EN21-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11924570.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11828466,"Global Reporting Initiative+Surface water withdrawals, GRI 303-3-a (formerly G4-EN8-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11828466.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/Global_Reporting_Initiative+Surface_water_withdrawals_GRI_303_3_a_formerly_G4_EN8_a+Laureen_van_Breen+Tate_Lyle_PLC+2021,"Global Reporting Initiative+Surface water withdrawals, GRI 303-3-a (formerly G4-EN8-a)+Laureen van Breen",Tate & Lyle PLC,2021,0.0,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11803057,"Global Reporting Initiative+Temporary employees, GRI 102-8-a (formerly G4-10-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11803057.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11830320,"Global Reporting Initiative+Third-party water withdrawals, GRI 303-3-a (formerly G4-EN8-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11830320.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/Global_Reporting_Initiative+Third_party_water_withdrawals_GRI_303_3_a_formerly_G4_EN8_a+Laureen_van_Breen+Tate_Lyle_PLC+2021,"Global Reporting Initiative+Third-party water withdrawals, GRI 303-3-a (formerly G4-EN8-a)+Laureen van Breen",Tate & Lyle PLC,2021,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11923505,"Global Reporting Initiative+Total energy consumption, GRI 302-1-e (formerly G4-EN3-e)",Tate & Lyle PLC,2021,36444000,https://wikirate.org/~11795456,11923505.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,page 62 data from 2020 Maike Connemann[https://wikirate.org/Maike_Connemann].....2022-02-13 16:40:24 UTC,GB00BP92CJ43;US8765707067
https://wikirate.org/Global_Reporting_Initiative+Total_energy_consumption_GRI_302_1_e_formerly_G4_EN3_e+Laureen_van_Breen+Tate_Lyle_PLC+2021,"Global Reporting Initiative+Total energy consumption, GRI 302-1-e (formerly G4-EN3-e)+Laureen van Breen",Tate & Lyle PLC,2021,10,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/theresah+Total_Renewable_Energy_Use+Tate_Lyle_PLC+2021,theresah+Total Renewable Energy Use,Tate & Lyle PLC,2021,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11927067,"Global Reporting Initiative+Total Waste Generated, GRI 306-2 (formerly G4-EN23-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11927067.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,"Tonnes per 1,000 tonnes of production Page 63 data from 2020 Maike Connemann[https://wikirate.org/Maike_Connemann].....2022-02-13 17:34:38 UTC Mixed up with another question! Maike Connemann[https://wikirate.org/Maike_Connemann].....2022-02-13 17:50:16 UTC",GB00BP92CJ43;US8765707067
https://wikirate.org/~11927874,"Global Reporting Initiative+Total Waste Recycled, GRI 306-2 (formerly G4-EN23-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11927874.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11928285,"Global Reporting Initiative+Total Waste to Landfill, GRI 306-2 (formerly G4-EN23-a)",Tate & Lyle PLC,2021,6.32,https://wikirate.org/~11795456,11928285.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,"tonnes per 1,000 tonnes of production page 63 data from 2020 Maike Connemann[https://wikirate.org/Maike_Connemann].....2022-02-13 17:51:59 UTC",GB00BP92CJ43;US8765707067
https://wikirate.org/~11828217,"Global Reporting Initiative+Total water withdrawals, GRI 303-3-a (formerly G4-EN8-a)",Tate & Lyle PLC,2021,4.53,https://wikirate.org/~11795456,11828217.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,4.53 cubic metres per tonne of production page 64 Maike Connemann[https://wikirate.org/Maike_Connemann].....2022-02-12 20:32:54 UTC,GB00BP92CJ43;US8765707067
https://wikirate.org/Global_Reporting_Initiative+Total_water_withdrawals_GRI_303_3_a_formerly_G4_EN8_a+Laureen_van_Breen+Tate_Lyle_PLC+2021,"Global Reporting Initiative+Total water withdrawals, GRI 303-3-a (formerly G4-EN8-a)+Laureen van Breen",Tate & Lyle PLC,2021,10,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~13785723,Home Office+Turnover (range),Tate & Lyle PLC,2021,Over £500 million,https://wikirate.org/~13392843,13785723.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/CD3DuP2T/2022,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~17683831,Home Office+Turnover (range),Tate & Lyle PLC,2022,Over £500 million,https://wikirate.org/~16521895,17683831.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/CD3DuP2T/2023,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~20217941,Home Office+Turnover (range),Tate & Lyle PLC,2023,Over £500 million,https://wikirate.org/~19905045,20217941.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/CD3DuP2T/2024,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/Walk_Free+UK_MSA_statement_assessed+Tate_Lyle_PLC+2016,Walk Free+UK MSA statement assessed,Tate & Lyle PLC,2016,Partially assessed,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Walk_Free+UK_MSA_statement_assessed+Tate_Lyle_PLC+2021,Walk Free+UK MSA statement assessed,Tate & Lyle PLC,2021,No,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Walk_Free+UK_MSA_statement_assessed+Tate_Lyle_PLC+2022,Walk Free+UK MSA statement assessed,Tate & Lyle PLC,2022,No,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Walk_Free+UK_MSA_statement_assessed+Tate_Lyle_PLC+2023,Walk Free+UK MSA statement assessed,Tate & Lyle PLC,2023,No,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~9738113,UN Global Compact+UNGC Status,Tate & Lyle PLC,2021,Active,https://wikirate.org/~9737634,9738113.0,https://pdfmage.org/dl/b592914b-eac4-4a82-a662-f9abebacbbfc.pdf/our%20participants%20_%20un%20global%20compact.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11925004,"Global Reporting Initiative+Volatile Organic Compounds (VOC) emissions, GRI 305-7-a (formerly G4-EN21-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11925004.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11890562,Global Reporting Initiative+Waste Water Used (G4-EN8-a),Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11890562.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/Global_Reporting_Initiative+Waste_Water_Used_G4_EN8_a+Laureen_van_Breen+Tate_Lyle_PLC+2021,Global Reporting Initiative+Waste Water Used (G4-EN8-a)+Laureen van Breen,Tate & Lyle PLC,2021,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11889721,Global Reporting Initiative+Water Recycled (%) (G4-EN10-b),Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11889721.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/Global_Reporting_Initiative+Water_Recycled_GRI_303_3+Tate_Lyle_PLC+2021,Global Reporting Initiative+Water Recycled (%) (GRI 303-3),Tate & Lyle PLC,2021,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Commons+Water_Use+Tate_Lyle_PLC+2021,Commons+Water Use,Tate & Lyle PLC,2021,4.53,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/GreenDex+Water_Use+Tate_Lyle_PLC+2021,GreenDex+Water Use,Tate & Lyle PLC,2021,4.53,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Richard_Mills+Water_use_per_dollar_of_revenue+Tate_Lyle_PLC+2021,Richard Mills+Water use per dollar of revenue,Tate & Lyle PLC,2021,2.3951345458900245e-09,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Wikirate_Calculated_Metric_Design_Group+Water_use_per_dollar_revenue+Tate_Lyle_PLC+2021,Wikirate Calculated Metric Design Group+Water use per dollar revenue,Tate & Lyle PLC,2021,2.3951345458900245e-06,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11889230,Global Reporting Initiative+Water Volume Recycled (G4-EN10-a),Tate & Lyle PLC,2021,98420,https://wikirate.org/~11795456,11889230.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,"page 64: A seal pot is a system that enables the water required to cool and lubricate pumps to be reused. Installing 53 new seal pots on our pumps at our plant in Sagamore, Indiana, US, together with adjustments to dryer sanitation schedules, reduced the plant’s water consumption by over 26 million gallons. Maike Connemann[https://wikirate.org/Maike_Connemann].....2022-02-13 10:44:06 UTC",GB00BP92CJ43;US8765707067
https://wikirate.org/Global_Reporting_Initiative+Water_Volume_Recycled_GRI_303_3+Tate_Lyle_PLC+2021,Global Reporting Initiative+Water Volume Recycled (GRI 303-3),Tate & Lyle PLC,2021,98420,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11804158,Poverty Footprint+Women in Management Positions,Tate & Lyle PLC,2021,32,https://wikirate.org/~11795456,11804158.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,"... we’ve increased the proportion of women in the Company as a whole by 20% and in senior management by 47%, doubling the number of female senior managers. Page 5 Maike Connemann[https://wikirate.org/Maike_Connemann].....2022-02-12 14:35:26 UTC We made solid progress in the year, increasing the number of women in leadership roles from 27% to 32%. Maike Connemann[https://wikirate.org/Maike_Connemann].....2022-02-12 21:13:30 UTC",GB00BP92CJ43;US8765707067
https://wikirate.org/~11998450,"Global Reporting Initiative+Worker fatalities, GRI 403-9 (formerly G4-LA6-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11998450.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/Wikirate_Calculated_Metric_Design_Group+Worker_fatalities_of_workforce+Tate_Lyle_PLC+2021,Wikirate Calculated Metric Design Group+Worker fatalities (% of workforce),Tate & Lyle PLC,2021,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Wikirate_Calculated_Metric_Design_Group+Yearly_change_in_collective_bargaining_representation+Tate_Lyle_PLC+2022,Wikirate Calculated Metric Design Group+Yearly change in collective bargaining representation,Tate & Lyle PLC,2022,Unknown,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Wikirate_Calculated_Metric_Design_Group+Yearly_change_in_disclosure_rate_on_selected_social_and_environmental_metrics+Tate_Lyle_PLC+2022,Wikirate Calculated Metric Design Group+Yearly change in disclosure rate on selected social and environmental metrics,Tate & Lyle PLC,2022,-10,,,,,,GB00BP92CJ43;US8765707067
