Answer Page,Metric,Company,Year,Value,Source Page,Answer ID,Original Source,Source Count,Comments,ISIN
https://wikirate.org/~3173812,Walk Free+MSA supply chain disclosure,Tate & Lyle PLC,2016,Geographical,https://wikirate.org/~3153566,3173812.0,,1.0,"Our supply chains Most of our products are produced from agricultural crops, predominantly corn which is purchased from the ‘corn belts’ of the US and Europe, both direct from farmers and indirectly from farming cooperatives and others. We make SPLENDA® Sucralose and a portion of our citric acid from sugar, which is purchased from the US, Brazil and (during the financial year ended 31st March 2016) Australia. Our Food Systems business uses smaller volumes of a variety of mainly agricultural products, sourced globally depending on the particular raw material, to produce blended ingredients solutions Yash Bhatia[https://wikirate.org/Yash_Bhatia].....2017-10-18 11:05:50 UTC",GB00BP92CJ43;US8765707067
https://wikirate.org/Walk_Free+MSA_training_binary+Tate_Lyle_PLC+2016,Walk Free+MSA training (binary),Tate & Lyle PLC,2016,Yes,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~3174011,Walk Free+MSA training (revised),Tate & Lyle PLC,2016,Training provided - not specified,https://wikirate.org/~3153566,3174011.0,,1.0,"Our Group Ethics Director, local Ethics and Values Ambassadors and legal team provide Code of Ethics training and awareness globally across the Group to help colleagues uphold the Code both internally and in their dealings with our business partners and suppliers - including in relation to the risks of slavery and human trafficking. Yash Bhatia[https://wikirate.org/Yash_Bhatia].....2017-10-18 11:20:53 UTC Our Group Ethics Director, local Ethics and Values Ambassadors and legal team provide Code of Ethics training and awareness globally across the Group to help colleagues uphold the Code both internally and in their dealings with our business partners and suppliers - including in relation to the risks of slavery and human trafficking.2 Aileen Robinson[https://wikirate.org/Aileen_Robinson].....2021-04-06 15:05:22 UTC",GB00BP92CJ43;US8765707067
https://wikirate.org/Walk_Free+MSA_whistleblowing_mechanism_binary+Tate_Lyle_PLC+2016,Walk Free+MSA whistleblowing mechanism (binary),Tate & Lyle PLC,2016,Yes,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~3174038,Walk Free+MSA whistleblowing mechanism (revised),Tate & Lyle PLC,2016,"Hotline (direct employees), Hotline (supply chain workers)",https://wikirate.org/~3153566,3174038.0,,1.0,"We use an external, independent, confidential and anonymous third-party reporting service (or ‘whistle-blower hotline’) for the reporting of issues or concerns regarding our Code of Ethics or any other matter; through free phone numbers in 47 countries and by email. Use of this line is open to all employees, contractors, suppliers, customers and other third parties Yash Bhatia[https://wikirate.org/Yash_Bhatia].....2017-10-18 11:22:24 UTC We use an external, independent, confidential and anonymous third- party reporting service (or ‘whistle-blower hotline’) for the reporting of issues or concerns r egarding our Code of Ethics or any other matter; through free phone numbers in 47 countries and by email. Use of this line is open to all employ ees, contractors, suppliers, cu stomers and other third parties. 2 Lucia Ixtacuy[https://wikirate.org/Lucia_Ixtacuy].....2021-04-13 17:15:20 UTC",GB00BP92CJ43;US8765707067
https://wikirate.org/~11924846,"Global Reporting Initiative+Nitrogen oxide (NOX) emissions, GRI 305-7-a (formerly G4-EN21-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11924846.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,"Nitrogen use efficiency continues to be considered advanced within the industry at 0.93 pounds of nitrogen per bushel of corn, a 1% increase from 2019. Maike Connemann[https://wikirate.org/Maike_Connemann].....2022-02-13 17:02:29 UTC Page 65 Maike Connemann[https://wikirate.org/Maike_Connemann].....2022-02-13 17:02:54 UTC",GB00BP92CJ43;US8765707067
https://wikirate.org/~11927771,"Global Reporting Initiative+Non-Hazardous Waste, GRI 306-2 (formerly G4-EN23-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11927771.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/~11927987,"Global Reporting Initiative+Non-Hazardous Waste Recycled, GRI 306-2 (formerly G4-EN23-a)",Tate & Lyle PLC,2021,Unknown,https://wikirate.org/~11795456,11927987.0,https://www.tateandlyle.com/sites/default/files/2021-06/annual-report-2021.pdf,1.0,,GB00BP92CJ43;US8765707067
https://wikirate.org/Nottingham_Trent_SDG_Summer_School_2019_Research_Group+Nottingham_Trent_SDG_Disclosure_Rate+Tate_Lyle_PLC+2021,Nottingham Trent SDG Summer School 2019 Research Group+Nottingham Trent SDG Disclosure Rate,Tate & Lyle PLC,2021,40,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Nottingham_Trent_SDG_Summer_School_2019_Research_Group+Nottingham_Trent_SDG_Disclosure_Rate+Tate_Lyle_PLC+2022,Nottingham Trent SDG Summer School 2019 Research Group+Nottingham Trent SDG Disclosure Rate,Tate & Lyle PLC,2022,0,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/GreenDex+Number_of_employees+Tate_Lyle_PLC+2021,GreenDex+Number of employees,Tate & Lyle PLC,2021,4441,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/GreenDex+Number_of_employees+Tate_Lyle_PLC+2022,GreenDex+Number of employees,Tate & Lyle PLC,2022,3563,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/GreenDex+Number_of_Female_Employees+Tate_Lyle_PLC+2021,GreenDex+Number of Female Employees,Tate & Lyle PLC,2021,1332,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/Richard_Mills+Number_of_labour_related_GRI_disclosures+Tate_Lyle_PLC+2021,Richard Mills+Number of labour-related GRI disclosures,Tate & Lyle PLC,2021,3,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/GreenDex+Number_of_Male_Employees+Tate_Lyle_PLC+2021,GreenDex+Number of Male Employees,Tate & Lyle PLC,2021,3109,,,,,,GB00BP92CJ43;US8765707067
https://wikirate.org/~13786540,Home Office+Organisation Sectors,Tate & Lyle PLC,2021,Food and beverages/ agriculture and fishing,https://wikirate.org/~13392843,13786540.0,https://modern-slavery-statement-registry.service.gov.uk/statement-summary/CD3DuP2T/2022,1.0,,GB00BP92CJ43;US8765707067
