Answer Page,Metric,Company,Year,Value,Source Page
https://wikirate.org/Sussex_Research_Group+Diversity_Inclusion_Disclosure+BOPARAN_HOLDINGS_LIMITED+2022,Sussex Research Group+Diversity Inclusion Disclosure,BOPARAN HOLDINGS LIMITED,2022,0,
https://wikirate.org/World_Benchmarking_Alliance+Ecosystems_and_Biodiversity+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+Ecosystems and Biodiversity,BOPARAN HOLDINGS LIMITED,2023,0.2365586666666667,
https://wikirate.org/~14555671,Core+Employee,BOPARAN HOLDINGS LIMITED,2020,19843,https://wikirate.org/~14555603
https://wikirate.org/~14555667,Core+Employee,BOPARAN HOLDINGS LIMITED,2021,16500,https://wikirate.org/~14555603
https://wikirate.org/~14555675,Core+Employee,BOPARAN HOLDINGS LIMITED,2022,Unknown,https://wikirate.org/~14555634
https://wikirate.org/Commons+Employee+BOPARAN_HOLDINGS_LIMITED+2020,Commons+Employee,BOPARAN HOLDINGS LIMITED,2020,19843,
https://wikirate.org/Commons+Employee+BOPARAN_HOLDINGS_LIMITED+2021,Commons+Employee,BOPARAN HOLDINGS LIMITED,2021,16500,
https://wikirate.org/Commons+Employee+BOPARAN_HOLDINGS_LIMITED+2022,Commons+Employee,BOPARAN HOLDINGS LIMITED,2022,Unknown,
https://wikirate.org/~14556063,"Global Reporting Initiative+Environmental Screening of New suppliers, GRI 308-1 (formerly G4-EN32)",BOPARAN HOLDINGS LIMITED,2021,Unknown,https://wikirate.org/~14556039
https://wikirate.org/~14556069,"Global Reporting Initiative+Environmental Screening of New suppliers, GRI 308-1 (formerly G4-EN32)",BOPARAN HOLDINGS LIMITED,2022,Unknown,https://wikirate.org/~14556028
https://wikirate.org/Global_Reporting_Initiative+Environmental_Screening_of_New_suppliers_GRI_308_1_formerly_G4_EN32+Laureen_van_Breen+BOPARAN_HOLDINGS_LIMITED+2021,"Global Reporting Initiative+Environmental Screening of New suppliers, GRI 308-1 (formerly G4-EN32)+Laureen van Breen",BOPARAN HOLDINGS LIMITED,2021,Unknown,
https://wikirate.org/Global_Reporting_Initiative+Environmental_Screening_of_New_suppliers_GRI_308_1_formerly_G4_EN32+Laureen_van_Breen+BOPARAN_HOLDINGS_LIMITED+2022,"Global Reporting Initiative+Environmental Screening of New suppliers, GRI 308-1 (formerly G4-EN32)+Laureen van Breen",BOPARAN HOLDINGS LIMITED,2022,Unknown,
https://wikirate.org/Ewha_Womans_University_Research_Group+Ewha_2020_SDG12_Disclosure_Rate+BOPARAN_HOLDINGS_LIMITED+2020,Ewha Womans University Research Group+Ewha 2020 - SDG12 Disclosure Rate,BOPARAN HOLDINGS LIMITED,2020,5.263157894736842,
https://wikirate.org/Ewha_Womans_University_Research_Group+Ewha_2020_SDG12_Disclosure_Rate+BOPARAN_HOLDINGS_LIMITED+2021,Ewha Womans University Research Group+Ewha 2020 - SDG12 Disclosure Rate,BOPARAN HOLDINGS LIMITED,2021,5.263157894736842,
https://wikirate.org/Ewha_Womans_University_Research_Group+Ewha_2020_SDG5_Disclosure_Rate+BOPARAN_HOLDINGS_LIMITED+2020,Ewha Womans University Research Group+Ewha 2020 - SDG5 Disclosure Rate,BOPARAN HOLDINGS LIMITED,2020,5.555555555555555,
https://wikirate.org/Ewha_Womans_University_Research_Group+Ewha_2020_SDG5_Disclosure_Rate+BOPARAN_HOLDINGS_LIMITED+2021,Ewha Womans University Research Group+Ewha 2020 - SDG5 Disclosure Rate,BOPARAN HOLDINGS LIMITED,2021,5.555555555555555,
https://wikirate.org/Walk_Free+Financial_Services_Sector+BOPARAN_HOLDINGS_LIMITED+2020,Walk Free+Financial Services Sector,BOPARAN HOLDINGS LIMITED,2020,No,
https://wikirate.org/Walk_Free+Financial_Services_Sector+BOPARAN_HOLDINGS_LIMITED+2021,Walk Free+Financial Services Sector,BOPARAN HOLDINGS LIMITED,2021,No,
https://wikirate.org/Walk_Free+Financial_Services_Sector+BOPARAN_HOLDINGS_LIMITED+2022,Walk Free+Financial Services Sector,BOPARAN HOLDINGS LIMITED,2022,No,
https://wikirate.org/Walk_Free+Food_Beverages_Sector+BOPARAN_HOLDINGS_LIMITED+2020,Walk Free+Food & Beverages Sector,BOPARAN HOLDINGS LIMITED,2020,Yes,
https://wikirate.org/Walk_Free+Food_Beverages_Sector+BOPARAN_HOLDINGS_LIMITED+2021,Walk Free+Food & Beverages Sector,BOPARAN HOLDINGS LIMITED,2021,Yes,
https://wikirate.org/Walk_Free+Food_Beverages_Sector+BOPARAN_HOLDINGS_LIMITED+2022,Walk Free+Food & Beverages Sector,BOPARAN HOLDINGS LIMITED,2022,No,
https://wikirate.org/Higher_School_of_Economics_Research_Group_2020+From_Farm_to_Fork_2020_Disclosure_Rate+BOPARAN_HOLDINGS_LIMITED+2020,Higher School of Economics Research Group 2020+From Farm to Fork 2020: Disclosure Rate,BOPARAN HOLDINGS LIMITED,2020,7.6923076923076925,
https://wikirate.org/Higher_School_of_Economics_Research_Group_2020+From_Farm_to_Fork_2020_Disclosure_Rate+BOPARAN_HOLDINGS_LIMITED+2021,Higher School of Economics Research Group 2020+From Farm to Fork 2020: Disclosure Rate,BOPARAN HOLDINGS LIMITED,2021,7.6923076923076925,
https://wikirate.org/Walk_Free+Garment_Sector+BOPARAN_HOLDINGS_LIMITED+2020,Walk Free+Garment Sector,BOPARAN HOLDINGS LIMITED,2020,No,
https://wikirate.org/Walk_Free+Garment_Sector+BOPARAN_HOLDINGS_LIMITED+2021,Walk Free+Garment Sector,BOPARAN HOLDINGS LIMITED,2021,No,
https://wikirate.org/Walk_Free+Garment_Sector+BOPARAN_HOLDINGS_LIMITED+2022,Walk Free+Garment Sector,BOPARAN HOLDINGS LIMITED,2022,No,
https://wikirate.org/World_Benchmarking_Alliance+Governance_and_strategy+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+Governance and strategy,BOPARAN HOLDINGS LIMITED,2023,0.0,
https://wikirate.org/Core+Headquarters_Location+BOPARAN_HOLDINGS_LIMITED+2019,Core+Headquarters Location,BOPARAN HOLDINGS LIMITED,2019,United Kingdom,
https://wikirate.org/Walk_Free+Hospitality_Sector+BOPARAN_HOLDINGS_LIMITED+2020,Walk Free+Hospitality Sector,BOPARAN HOLDINGS LIMITED,2020,No,
https://wikirate.org/Walk_Free+Hospitality_Sector+BOPARAN_HOLDINGS_LIMITED+2021,Walk Free+Hospitality Sector,BOPARAN HOLDINGS LIMITED,2021,No,
https://wikirate.org/Walk_Free+Hospitality_Sector+BOPARAN_HOLDINGS_LIMITED+2022,Walk Free+Hospitality Sector,BOPARAN HOLDINGS LIMITED,2022,No,
https://wikirate.org/~14555525,Global Reporting Initiative+Human Rights Screening of New Suppliers (G4-HR10-a),BOPARAN HOLDINGS LIMITED,2020,95.8,https://wikirate.org/~8267713
https://wikirate.org/~14555531,Global Reporting Initiative+Human Rights Screening of New Suppliers (G4-HR10-a),BOPARAN HOLDINGS LIMITED,2021,97.4,https://wikirate.org/~13253518
https://wikirate.org/~14555535,Global Reporting Initiative+Human Rights Screening of New Suppliers (G4-HR10-a),BOPARAN HOLDINGS LIMITED,2022,Unknown,https://wikirate.org/~18825905
https://wikirate.org/Core+ILO_Region+BOPARAN_HOLDINGS_LIMITED+2019,Core+ILO Region,BOPARAN HOLDINGS LIMITED,2019,Europe and Central Asia,
https://wikirate.org/~15528512,World Benchmarking Alliance+Industry,BOPARAN HOLDINGS LIMITED,2023,Food & Beverage,https://wikirate.org/~15523496
https://wikirate.org/~14556261,Global Reporting Initiative+Labor Practices Screening of New Suppliers  (G4-LA14-a),BOPARAN HOLDINGS LIMITED,2020,63,https://wikirate.org/~8267713
https://wikirate.org/~14556267,Global Reporting Initiative+Labor Practices Screening of New Suppliers  (G4-LA14-a),BOPARAN HOLDINGS LIMITED,2021,66.7,https://wikirate.org/~13253518
https://wikirate.org/~14556270,Global Reporting Initiative+Labor Practices Screening of New Suppliers  (G4-LA14-a),BOPARAN HOLDINGS LIMITED,2022,Unknown,https://wikirate.org/~14498978
https://wikirate.org/~14556085,Core+Living Wage Policy (direct employees),BOPARAN HOLDINGS LIMITED,2020,No Living Wage Policy,https://wikirate.org/~14555624
https://wikirate.org/~14556091,Core+Living Wage Policy (direct employees),BOPARAN HOLDINGS LIMITED,2021,No Living Wage Policy,https://wikirate.org/~14555603
https://wikirate.org/~14556103,Core+Living Wage Policy (direct employees),BOPARAN HOLDINGS LIMITED,2022,No Living Wage Policy,https://wikirate.org/~14556072
https://wikirate.org/~14556080,Core+Living Wage Policy (supply chain),BOPARAN HOLDINGS LIMITED,2022,No Living Wage Policy,https://wikirate.org/~14556072
https://wikirate.org/~8338515,Home Office+MS Statement Includes Due Diligence,BOPARAN HOLDINGS LIMITED,2020,Yes,https://wikirate.org/~8267713
https://wikirate.org/~13459854,Home Office+MS Statement Includes Due Diligence,BOPARAN HOLDINGS LIMITED,2021,Yes,https://wikirate.org/~13403182
https://wikirate.org/~8369265,Home Office+MS Statement Includes Goals,BOPARAN HOLDINGS LIMITED,2020,Yes,https://wikirate.org/~8267713
https://wikirate.org/~13487641,Home Office+MS Statement Includes Goals,BOPARAN HOLDINGS LIMITED,2021,Yes,https://wikirate.org/~13403182
https://wikirate.org/~8289902,Home Office+MS Statement Includes Org Structure,BOPARAN HOLDINGS LIMITED,2020,Yes,https://wikirate.org/~8267713
https://wikirate.org/~13406835,Home Office+MS Statement Includes Org Structure,BOPARAN HOLDINGS LIMITED,2021,Yes,https://wikirate.org/~13403182
https://wikirate.org/~8304060,Home Office+MS Statement Includes Policies,BOPARAN HOLDINGS LIMITED,2020,Yes,https://wikirate.org/~8267713
https://wikirate.org/~13426319,Home Office+MS Statement Includes Policies,BOPARAN HOLDINGS LIMITED,2021,Yes,https://wikirate.org/~13403182
https://wikirate.org/~8322835,Home Office+MS Statement Includes Risks Assessment,BOPARAN HOLDINGS LIMITED,2020,Yes,https://wikirate.org/~8267713
https://wikirate.org/~13443573,Home Office+MS Statement Includes Risks Assessment,BOPARAN HOLDINGS LIMITED,2021,Yes,https://wikirate.org/~13403182
https://wikirate.org/~8354731,Home Office+MS Statement Includes Training,BOPARAN HOLDINGS LIMITED,2020,Yes,https://wikirate.org/~8267713
https://wikirate.org/~13472999,Home Office+MS Statement Includes Training,BOPARAN HOLDINGS LIMITED,2021,Yes,https://wikirate.org/~13403182
https://wikirate.org/~8276026,Business & Human Rights Resource Centre+Modern Slavery Statement,BOPARAN HOLDINGS LIMITED,2020,Yes - UK Modern Slavery Act,https://wikirate.org/~8267713
https://wikirate.org/~13274905,Business & Human Rights Resource Centre+Modern Slavery Statement,BOPARAN HOLDINGS LIMITED,2021,Yes - UK Modern Slavery Act,https://wikirate.org/~13253518
https://wikirate.org/~14504455,Business & Human Rights Resource Centre+Modern Slavery Statement,BOPARAN HOLDINGS LIMITED,2022,Yes - UK Modern Slavery Act,https://wikirate.org/~14498978
https://wikirate.org/Business_Human_Rights_Resource_Centre+Modern_Slavery_Statement+Philipp_Kuehl+BOPARAN_HOLDINGS_LIMITED+2020,Business & Human Rights Resource Centre+Modern Slavery Statement+Philipp Kuehl,BOPARAN HOLDINGS LIMITED,2020,10.0,
https://wikirate.org/Business_Human_Rights_Resource_Centre+Modern_Slavery_Statement+Philipp_Kuehl+BOPARAN_HOLDINGS_LIMITED+2021,Business & Human Rights Resource Centre+Modern Slavery Statement+Philipp Kuehl,BOPARAN HOLDINGS LIMITED,2021,10.0,
https://wikirate.org/Business_Human_Rights_Resource_Centre+Modern_Slavery_Statement+Philipp_Kuehl+BOPARAN_HOLDINGS_LIMITED+2022,Business & Human Rights Resource Centre+Modern Slavery Statement+Philipp Kuehl,BOPARAN HOLDINGS LIMITED,2022,10.0,
https://wikirate.org/GreenDex+Modern_Slavery_Statement+BOPARAN_HOLDINGS_LIMITED+2020,GreenDex+Modern Slavery Statement,BOPARAN HOLDINGS LIMITED,2020,No,
https://wikirate.org/GreenDex+Modern_Slavery_Statement+BOPARAN_HOLDINGS_LIMITED+2021,GreenDex+Modern Slavery Statement,BOPARAN HOLDINGS LIMITED,2021,No,
https://wikirate.org/GreenDex+Modern_Slavery_Statement+BOPARAN_HOLDINGS_LIMITED+2022,GreenDex+Modern Slavery Statement,BOPARAN HOLDINGS LIMITED,2022,No,
https://wikirate.org/~12550185,Walk Free+MSA registry submission,BOPARAN HOLDINGS LIMITED,2020,UK Registry submission,https://wikirate.org/~8267713
https://wikirate.org/~13745796,Walk Free+MSA registry submission,BOPARAN HOLDINGS LIMITED,2021,UK Registry submission,https://wikirate.org/~13253518
https://wikirate.org/~14505450,Walk Free+MSA registry submission,BOPARAN HOLDINGS LIMITED,2022,UK Registry submission,https://wikirate.org/~14498978
https://wikirate.org/Walk_Free+MSA_reporting_threshold+BOPARAN_HOLDINGS_LIMITED+2020,Walk Free+MSA reporting threshold,BOPARAN HOLDINGS LIMITED,2020,Over,
https://wikirate.org/Walk_Free+MSA_reporting_threshold+BOPARAN_HOLDINGS_LIMITED+2021,Walk Free+MSA reporting threshold,BOPARAN HOLDINGS LIMITED,2021,Over,
https://wikirate.org/Walk_Free+MSA_Sector+BOPARAN_HOLDINGS_LIMITED+2020,Walk Free+MSA Sector,BOPARAN HOLDINGS LIMITED,2020,Other,
https://wikirate.org/Walk_Free+MSA_Sector+BOPARAN_HOLDINGS_LIMITED+2021,Walk Free+MSA Sector,BOPARAN HOLDINGS LIMITED,2021,Other,
https://wikirate.org/Walk_Free+MSA_statement_assessed+BOPARAN_HOLDINGS_LIMITED+2020,Walk Free+MSA statement assessed,BOPARAN HOLDINGS LIMITED,2020,No,
https://wikirate.org/Walk_Free+MSA_statement_assessed+BOPARAN_HOLDINGS_LIMITED+2021,Walk Free+MSA statement assessed,BOPARAN HOLDINGS LIMITED,2021,No,
https://wikirate.org/Walk_Free+MSA_statement_assessed+BOPARAN_HOLDINGS_LIMITED+2022,Walk Free+MSA statement assessed,BOPARAN HOLDINGS LIMITED,2022,No,
https://wikirate.org/Walk_Free+MSA_statement_homepage_link+BOPARAN_HOLDINGS_LIMITED+2020,Walk Free+MSA statement homepage link,BOPARAN HOLDINGS LIMITED,2020,No,
https://wikirate.org/Walk_Free+MSA_statement_homepage_link+BOPARAN_HOLDINGS_LIMITED+2021,Walk Free+MSA statement homepage link,BOPARAN HOLDINGS LIMITED,2021,No,
https://wikirate.org/Walk_Free+MSA_statement_homepage_link+BOPARAN_HOLDINGS_LIMITED+2022,Walk Free+MSA statement homepage link,BOPARAN HOLDINGS LIMITED,2022,No,
https://wikirate.org/Walk_Free+MSA_Statement_Publication+BOPARAN_HOLDINGS_LIMITED+2020,Walk Free+MSA Statement Publication,BOPARAN HOLDINGS LIMITED,2020,No,
https://wikirate.org/Walk_Free+MSA_Statement_Publication+BOPARAN_HOLDINGS_LIMITED+2021,Walk Free+MSA Statement Publication,BOPARAN HOLDINGS LIMITED,2021,No,
https://wikirate.org/Walk_Free+MSA_Statement_Publication+BOPARAN_HOLDINGS_LIMITED+2022,Walk Free+MSA Statement Publication,BOPARAN HOLDINGS LIMITED,2022,No,
https://wikirate.org/~18380059,World Benchmarking Alliance+NAT.A01.EA Sustainability Strategy Disclosure,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18380604,World Benchmarking Alliance+NAT.A01.EB Sustainability Strategy Coverage,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18381149,World Benchmarking Alliance+NAT.A01.EC Group-Wide Sustainability Strategy,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18381694,World Benchmarking Alliance+NAT.A01.ED Sustainability Strategy Reporting,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/World_Benchmarking_Alliance+NAT_A01_Sustainability_Strategy+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.A01 Sustainability Strategy,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/World_Benchmarking_Alliance+NAT_A01_Sustainability_Strategy+World_Benchmarking_Alliance_Research_Group+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.A01 Sustainability Strategy+World Benchmarking Alliance Research Group,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/World_Benchmarking_Alliance+NAT_A02_Accountability_for_Sustainable_Strategy+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.A02 Accountability for Sustainable Strategy,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/World_Benchmarking_Alliance+NAT_A02_Accountability_for_Sustainable_Strategy+World_Benchmarking_Alliance_Research_Group+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.A02 Accountability for Sustainable Strategy+World Benchmarking Alliance Research Group,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/~18382239,World Benchmarking Alliance+NAT.A02.EA Responsibility for Sustainable Strategy,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18382784,World Benchmarking Alliance+NAT.A02.EB Accountability for Sustainable Strategy Assignation,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18383329,World Benchmarking Alliance+NAT.A02.EC Accountability for Sustainable Strategy Remuneration,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18383874,World Benchmarking Alliance+NAT.A02.ED Accountability for Sustainable Strategy Evidence,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18384419,World Benchmarking Alliance+NAT.A03.EA Stakeholder Engagement Issue Disclosure,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18384964,World Benchmarking Alliance+NAT.A03.EB Stakeholder Engagement Identification,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18385509,World Benchmarking Alliance+NAT.A03.EC Stakeholder Engagement Process Disclosure,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18386054,World Benchmarking Alliance+NAT.A03.ED Stakeholder Engagement Outcomes,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18386599,World Benchmarking Alliance+NAT.A03.EE Stakeholder Engagement Coverage,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/World_Benchmarking_Alliance+NAT_A03_Stakeholder_Engagement+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.A03 Stakeholder Engagement,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/World_Benchmarking_Alliance+NAT_A03_Stakeholder_Engagement+World_Benchmarking_Alliance_Research_Group+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.A03 Stakeholder Engagement+World Benchmarking Alliance Research Group,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/~18387144,World Benchmarking Alliance+NAT.A04.EA Lobbying and Advocacy Trade Associations Disclosure,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18387689,World Benchmarking Alliance+NAT.A04.EB Lobbying and Advocacy Assessment Framework,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18388234,World Benchmarking Alliance+NAT.A04.EC Lobbying and Advocacy Framework Application,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18388779,World Benchmarking Alliance+NAT.A04.ED Lobbying and Advocacy Misalignment Reporting,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18389324,World Benchmarking Alliance+NAT.A04.EE Lobbying and Advocacy Misalignment Escalation Action Plan,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18389869,World Benchmarking Alliance+NAT.A04.EF Lobbying and Advocacy Misalignment Escalation Action Plan Deadlines,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18390414,World Benchmarking Alliance+NAT.A04.EG Lobbying and Advocacy Annual Review Disclosure,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/World_Benchmarking_Alliance+NAT_A04_Lobbying_and_advocacy+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.A04 Lobbying and advocacy,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/World_Benchmarking_Alliance+NAT_A04_Lobbying_and_advocacy+World_Benchmarking_Alliance_Research_Group+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.A04 Lobbying and advocacy+World Benchmarking Alliance Research Group,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/~18390959,World Benchmarking Alliance+NAT.A05.EA Circular and Nature-Positive Transition Assessment,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18391504,World Benchmarking Alliance+NAT.A05.EB Circular and Nature-Positive Transition Group-Level Evidence,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18392049,World Benchmarking Alliance+NAT.A05.EC Circular and Nature-Positive Transition Strategy Disclosure,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18392631,World Benchmarking Alliance+NAT.A05.ED Circular and Nature-Positive Transition Mitigation Hierarchy,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/World_Benchmarking_Alliance+NAT_B01_Assessments_of_impacts_on_nature+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.B01 Assessments of impacts on nature,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/World_Benchmarking_Alliance+NAT_B01_Assessments_of_impacts_on_nature+World_Benchmarking_Alliance_Research_Group+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.B01 Assessments of impacts on nature+World Benchmarking Alliance Research Group,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/~18393176,World Benchmarking Alliance+NAT.B01.EA Assessment of Impacts on Nature,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18393746,World Benchmarking Alliance+NAT.B01.EB Assessment of Impacts on Nature Upstream Value Chain,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18394291,World Benchmarking Alliance+NAT.B01.EC Assessment of Impacts on Nature Downstream Value Chain,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18396737,World Benchmarking Alliance+NAT.B01.ED Assessment of Impacts on Nature Stakeholder Assessment,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18397352,World Benchmarking Alliance+NAT.B01.EE Assessment of Impacts on Nature Including Biodiversity,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/World_Benchmarking_Alliance+NAT_B02_Assessment_of_dependencies_on_nature+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.B02 Assessment of dependencies on nature,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/World_Benchmarking_Alliance+NAT_B02_Assessment_of_dependencies_on_nature+World_Benchmarking_Alliance_Research_Group+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.B02 Assessment of dependencies on nature+World Benchmarking Alliance Research Group,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/~18397967,World Benchmarking Alliance+NAT.B02.EA Assessment of Dependencies on Nature,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18398582,World Benchmarking Alliance+NAT.B02.EB Assessment of Dependencies on Nature Upstream Value Chain,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18399197,World Benchmarking Alliance+NAT.B02.EC Assessment of Dependencies on Nature Downstream Value Chain,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18399812,World Benchmarking Alliance+NAT.B02.ED Assessment of Dependencies on Nature Quantification,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18400427,World Benchmarking Alliance+NAT.B03.EA Location Disclosure,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18401042,World Benchmarking Alliance+NAT.B03.EB Key Areas Important for Biodiversity Disclosure,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18401657,World Benchmarking Alliance+NAT.B03.EC Key Areas Important for Biodiversity Upstream Relationships,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18402272,World Benchmarking Alliance+NAT.B03.ED Key Areas Important for Biodiversity Management Plan,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/World_Benchmarking_Alliance+NAT_B03_Key_areas_important_for_biodiversity+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.B03 Key areas important for biodiversity,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/World_Benchmarking_Alliance+NAT_B03_Key_areas_important_for_biodiversity+World_Benchmarking_Alliance_Research_Group+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.B03 Key areas important for biodiversity+World Benchmarking Alliance Research Group,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/~18402887,World Benchmarking Alliance+NAT.B04.EA Key Species Disclosure,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18403502,World Benchmarking Alliance+NAT.B04.EB Key Species Upstream Relationship Disclosure,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18404117,World Benchmarking Alliance+NAT.B04.EC Key Species Status Disclosure,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18404732,World Benchmarking Alliance+NAT.B04.ED Key Species Status Upstream Relationship Disclosure,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18405347,World Benchmarking Alliance+NAT.B04.EE Key Species Conservation Strategy,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/World_Benchmarking_Alliance+NAT_B04_Key_species+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.B04 Key species,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/World_Benchmarking_Alliance+NAT_B04_Key_species+World_Benchmarking_Alliance_Research_Group+BOPARAN_HOLDINGS_LIMITED+2023,World Benchmarking Alliance+NAT.B04 Key species+World Benchmarking Alliance Research Group,BOPARAN HOLDINGS LIMITED,2023,0,
https://wikirate.org/~18405962,World Benchmarking Alliance+NAT.B05.EA Zero Ecosystem Conversion Commitment,BOPARAN HOLDINGS LIMITED,2023,No,https://wikirate.org/~18088734
https://wikirate.org/~18406577,World Benchmarking Alliance+NAT.B05.EB Zero Ecosystem Conversion Evidence,BOPARAN HOLDINGS LIMITED,2023,Yes,https://wikirate.org/~18088734
